"corte_publicacion","codigo_entidad","entidad","grupo_institucional","codigo_grupo_institucional","periodo_balance_resultados","periodo_indicadores","resultado_integral_acumulado_miles_pesos","otro_resultado_integral_acumulado_miles_pesos","resultado_neto_estimado_sin_ori_miles_pesos","intereses_por_prestamos_personales_miles_pesos","intereses_personales_pesos_cuenta_511107_miles_pesos","intereses_personales_moneda_extranjera_cuenta_515107_miles_pesos","ingresos_financieros_totales_miles_pesos","egresos_financieros_totales_miles_pesos","cargo_por_incobrabilidad_total_miles_pesos","ingresos_por_servicios_totales_miles_pesos","gastos_administracion_totales_miles_pesos","intereses_personales_sobre_ingresos_financieros_pct","prestamos_personales_miles_pesos","activo_total_miles_pesos","previsiones_miles_pesos","prestamos_personales_sobre_activo_pct","previsiones_sobre_prestamos_personales_pct","resultado_neto_sobre_activo_pct_no_anualizado","roe_pct","roa_pct","tasa_implicita_prestamos_totales_pct","margen_financiero_sobre_activo_pct","cargos_incobrabilidad_sobre_activo_pct","cartera_irregular_consumo_pct","unidad_balance","nota_comparabilidad"
"2026-05","277","BANCO SAENZ S.A.","Casa Central","AA121","May-2026","Mar-2026","-3183045",,"-3183045","7799314","7799314",,"15088365","6093230","4414687","183806","6489300","51,690915","29270861","83755935","-13375196","34,947805","-45,694577","-3,800381","-21,2","-6,64","62,03","30,31","-13,82","49,71","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","281","BANCO MERIDIAN S.A.","Casa Central","AA121","May-2026","Mar-2026","-1239757","0","-1239757",,,,"6546211","2642406","148541","1279300","5567855","0",,"60348598","-224959","0",,"-2,054326","-15,8","-4,24","54,77","18,1","-0,41","1,52","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","285","BANCO MACRO S.A.","Casa Central","AA121","May-2026","Mar-2026","282988318","-12983846","295972164","689744305","689732145","12160","2827264463","1055604364","381365094","401447054","671157812","24,396172","2595784319","23657293923","-685233609","10,972448","-26,397941","1,251082","6,62","1,62","37,65","17,44","-3,35","8,49","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","299","BANCO COMAFI SOCIEDAD ANONIMA","Casa Central","AA121","May-2026","Mar-2026","3001136","2646","2998490","11807941","11768216","39725","325217041","177695751","34023722","52598154","124177073","3,630788","43789238","3823757850","-60083958","1,145189","-137,2117","0,078417","3,92","0,48","29,83","11,43","-2,16","13,63","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","300","BANCO DE INVERSION Y COMERCIO EXTERIOR S.A.","Casa Central","AA110","May-2026","Mar-2026","12446626","11963154","483472",,,,"211266367","91256367","9014376","2426466","22579717","0",,"1852355225","-14169378","0",,"0,0261","2,69","1,05","28,48","14,14","-0,88","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","301","BANCO PIANO S.A.","Casa Central","AA121","May-2026","Mar-2026","3424838",,"3424838","39564136","39564136",,"64615063","12715909","2413404","6509184","35143896","61,230515","109362454","407300171","-4117224","26,850579","-3,764751","0,840863","5,6","1,14","88,04","30,88","-1,07","10,48","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","305","BANCO JULIO SOCIEDAD ANONIMA","Casa Matriz","AA121","May-2026","Mar-2026","-1160942",,"-1160942",,,,"8726733","3062931","1434471","825253","4493827","0","30834","74516243","-2153019","0,041379","-6982,613349","-1,557972","-8,48","-2,32","49,55","24,13","-2,99","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","309","BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL","Casa Central","AA110","May-2026","Mar-2026","-1672408",,"-1672408","23753975","23753975",,"40679589","9972114","3854497","3346972","28424450","58,392859","81833187","336740083","-12760033","24,301588","-15,592736","-0,496647","-11,44","-3,41","56,41","23,1","-3,12","16,06","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","310","BANCO DEL SOL S.A.","Casa Central","AA121","May-2026","Mar-2026","-29334371",,"-29334371",,,,"111976804","53840063","9405635","1314377","37416778","0","50312717","732745815","-17294573","6,866326","-34,374158","-4,003349","-10,92","-1,83","55,77","19,32","-2,81","11,53","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","311","NUEVO BANCO DEL CHACO S. A.","Casa Central","AA110","May-2026","Mar-2026","13424280",,"13424280","74057683","74057683",,"177268525","48714166","15022174","26263759","87586648","41,777119","311532384","1237743742","-44394495","25,169377","-14,250363","1,084577","8,44","2,2","54,42","23,73","-3,38","7,28","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","312","BANCO VOII S.A.","Casa Matriz","AA121","May-2026","Mar-2026","6806570","1025443","5781127","17856923","17856923",,"42296702","21864917","1235165","1767408","10249828","42,21824","70688355","243939745","-1455873","28,977793","-2,059566","2,3699","-5,44","-0,45","70,67","19,07","-0,93","7,41","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","315","BANCO DE FORMOSA S.A.","Casa Central","AA110","May-2026","Mar-2026","7049724",,"7049724","33189830","33189830",,"93591726","8962870","5955089","8928117","57818576","35,462355","127909491","694650720","-10988222","18,413497","-8,590623","1,014859","0,1","0,03","52,72","27,56","-1,84","4,67","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","319","BANCO CMF S.A.","Casa Central","AA121","May-2026","Mar-2026","3620425","-10988632","14609057",,,,"110261589","50376336","3267535","6157016","26910013","0",,"1010784437","-20070015","0",,"1,445319","12,6","3,13","36,87","15,27","-1,01","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","321","BANCO DE SANTIAGO DEL ESTERO S.A.","Casa Central","AA121","May-2026","Mar-2026","31815480",,"31815480",,,,"244813593","44087028","9208361","24601815","56250988","0","207728480","1806839603","-33925435","11,496786","-16,331624","1,760836","11,85","5,12","61,52","26,73","-1,41","13,28","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","322","BANCO INDUSTRIAL S.A.","Casa Central no operativa","AA121","May-2026","Mar-2026","32327313",,"32327313","43518996","43518996",,"304488886","147238181","7345575","43589887","91540403","14,292474","138988994","3287039539","-32933450","4,228394","-23,695006","0,983478","16,97","2,22","33,33","10,85","-0,37","8,79","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","330","NUEVO BANCO DE SANTA FE SOCIEDAD ANONIMA","Casa Central","AA121","May-2026","Mar-2026","9948197","0","9948197","147952443","147952443",,"501607336","264970825","67620588","80614024","163957734","29,49567","502428970","4545014845","-86407610","11,054507","-17,197975","0,218882","2,68","0,34","41,47","13,87","-2,68","7,64","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","331","BANCO CETELEM ARGENTINA S.A.","Casa Central no operativa","AA123","May-2026","Mar-2026","-2045928",,"-2045928",,,,"409900","36742",,,"1510927","0",,"6567203",,"0",,"-31,153719","-92,12","-85,74","23,85","16,72","0","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","332","BANCO DE SERVICIOS FINANCIEROS CARREFOUR SAU","Casa Central","AA123","May-2026","Mar-2026","-41141395",,"-41141395",,,,"75417203","34574324","85501781","22893078","12096329","0","26540236","375410517","-119210635","7,069657","-449,169461","-10,959042","-60,3","-10,12","54,39","26,46","-31,38","52,7","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","338","BANCO DE SERVICIOS Y TRANSACCIONES SAU","Casa Central no operativa","AA121","May-2026","Mar-2026","-1857685",,"-1857685","2384045","2384045",,"78918996","30416871","2550037","3358087","30771993","3,020876","6912648","696825393","-9308098","0,99202","-134,653146","-0,266593","0,02","0","31,73","16,58","-1,37","2,98","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","339","RCI BANQUE S.A.","Casa Central","AA124","May-2026","Mar-2026","2080854",,"2080854",,,,"43956299","29275326","376878","76866","2852866","0",,"165965124","-221270","0",,"1,25379","17,6","4,5","45,2","18,43","-0,73","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","340","BACS BANCO DE CREDITO Y SECURITIZACION S.A.","Casa Central","AA121","May-2026","Mar-2026","833312",,"833312",,,,"33803228","21611078","1006696","1068936","7642337","0","38758050","260746242","-1339695","14,864279","-3,456559","0,319587","2,61","0,35","42,37","9,86","-0,52","4,95","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","341","BANCO MASVENTAS S.A.","Casa Central","AA121","May-2026","Mar-2026","-2552918","126376","-2679294","1332025","1332025",,"3425553","2898566","467172","798057","3608934","38,884963","12314157","42009591","-1282375","29,312728","-10,413827","-6,377815","-82,02","-17,97","42,78","6","-2,9","11,62","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","384","UALA BANK S.A.U.","Casa Central no operativa","AA121","May-2026","Mar-2026","-64507083",,"-64507083","40767366","40767366",,"110141747","52375787","75916419","9917916","31265186","37,013546","144847086","665037041","-60042449","21,780304","-41,4523","-9,699773","-436,13","-20,8","48,55","16,66","-24,81","23,14","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","386","NUEVO BANCO DE ENTRE R�OS S.A.","Casa Central no operativa","AA121","May-2026","Mar-2026","13325955",,"13325955","72512796","72512796",,"235999820","101703120","24463332","41751932","80295763","30,725784","251924913","2058684557","-35985846","12,237179","-14,284354","0,647304","10,55","2,43","44,36","18,9","-2,08","6,34","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","389","BANCO COLUMBIA S.A.","Casa Matriz","AA121","May-2026","Mar-2026","-9860970",,"-9860970",,,,"103941877","55408613","20818721","12196952","44195782","0","107200132","643610074","-37298794","16,656068","-34,793608","-1,532134","-120,84","-12,22","67,09","15,09","-7,85","26,03","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","426","BANCO BICA S.A.","Casa Central no operativa","AA121","May-2026","Mar-2026","2182442",,"2182442","7245049","7245049",,"43408521","22276745","4591333","4734286","11255355","16,690384","24155167","290891557","-5636025","8,303839","-23,332586","0,75026","6,1","1,16","46,7","17,84","-2,37","8,15","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","431","BANCO COINAG S.A.","Casa Central","AA121","May-2026","Mar-2026","9885",,"9885","3997409","3997409",,"37753999","17659694","4426776","8253878","15804201","10,588041","14597122","466852505","-7098624","3,12671","-48,630298","0,002117","-1,21","-0,15","42,82","12,29","-1,64","8,71","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","432","BANCO DE COMERCIO S.A.","Casa Central","AA121","May-2026","Mar-2026","370542",,"370542","1898658","1898658",,"17810591","5434978","889332","2265888","7334276","10,660275","7625755","129244655","-2072448","5,900248","-27,176955","0,286698","14,8","4,1","46,59","22,66","-1,13","9,4","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","435","BANCO SUCREDITO REGIONAL S.A.U.","Casa Matriz","AA121","May-2026","Mar-2026","-2226562",,"-2226562","180739","180739",,"1165047","195571","529912","83001","1746087","15,513451","569498","9730273","-1076568","5,852847","-189,038065","-22,882832","-46,2","-38,36","54,5","30,7","-20,75","28,03","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
